PAYMENT_ID,LOAN_ID,DUE_DATE,PAID_DATE,AMOUNT_PAID,STATUS
PAY16675,LOAN21010,2023-04-01,2023-03-25,80173.32,Paid
PAY05235,LOAN20767,2024-11-01,2024-11-08,48240.91641,Partial
PAY15885,LOAN21039,2023-12-01,2023-11-24,88024.03,Paid
PAY14561,LOAN20996,2024-11-01,2025-01-05,97686.31,Late
PAY16807,LOAN20481,2023-09-01,2023-09-09,9798.373166,Partial
PAY16002,LOAN21498,2022-06-01,2022-06-07,36124.04,Bounced
PAY05482,LOAN21856,2023-11-01,2023-11-15,25627.12672,Partial
PAY15516,LOAN21391,2024-10-01,2024-10-15,50274.63,Late
PAY11604,LOAN21046,2023-10-01,2023-09-27,56606.42,Paid
PAY09390,LOAN20651,2025-05-01,2025-07-18,3096.62,Late
PAY06000,LOAN21121,2025-05-01,2025-05-06,11090.68323,Partial
PAY06137,LOAN21146,2022-04-01,2022-04-01,31657.94083,Partial
PAY17155,LOAN20562,2023-09-01,2023-08-29,85214.77,Paid
PAY10263,LOAN21251,2021-09-01,,0,Skipped
PAY06763,LOAN21374,2025-04-01,2025-04-02,46307.47,Bounced
PAY14026,LOAN20238,2022-10-01,2022-10-04,22139.53,Bounced
PAY06341,LOAN20433,2025-06-01,2025-05-24,42366.65,Paid
PAY02325,LOAN20592,2024-07-01,2024-06-21,28401.23,Paid
PAY06781,LOAN21521,2024-08-01,2024-07-23,42656.81,Paid
PAY09312,LOAN20017,2023-11-01,2023-10-24,14311.2,Paid
PAY08990,LOAN20589,2022-11-01,2022-10-26,64974.66,Paid
PAY07698,LOAN21821,2024-11-01,2024-11-04,60260.30777,Partial
PAY18079,LOAN20529,2024-08-01,2024-08-03,139638.73,Bounced
PAY16314,LOAN21632,2024-06-01,2024-05-29,106932,Paid
PAY05807,LOAN21564,2025-04-01,,0,Skipped
PAY10269,LOAN21251,2022-03-01,,0,Skipped
PAY12404,LOAN20321,2024-03-01,2024-03-17,35942.2,Late
PAY11405,LOAN20512,2023-12-01,2023-11-21,52695.71,Paid
PAY08889,LOAN21517,2024-07-01,2024-06-25,23372.97,Paid
PAY05774,LOAN20895,2025-05-01,2025-04-25,41123.93,Paid
PAY03495,LOAN20729,2025-01-01,2024-12-25,21970.72,Paid
PAY07918,LOAN21603,2025-05-01,2025-04-26,31826.82,Paid
PAY01517,LOAN21339,2024-03-01,2024-02-21,45788.42,Paid
PAY09973,LOAN21747,2024-08-01,2024-07-30,2388.13,Paid
PAY11436,LOAN21111,2023-02-01,2023-02-02,41351.95,Paid
PAY06987,LOAN21758,2024-05-01,2024-06-23,27669.67,Late
PAY05307,LOAN21721,2024-01-01,2023-12-23,59351.16,Paid
PAY14794,LOAN20991,2024-12-01,2024-11-28,21965.18,Paid
PAY09702,LOAN20103,2024-06-01,2024-06-01,3549.79,Paid
PAY13901,LOAN21873,2025-04-01,2025-04-17,67742.69,Late
PAY06636,LOAN21729,2023-05-01,2023-04-27,21917.33,Paid
PAY11790,LOAN20219,2025-03-01,2025-02-26,55461.03,Paid
PAY02070,LOAN21244,2024-09-01,2024-08-26,31858.64,Paid
PAY10356,LOAN20748,2024-07-01,2024-06-23,32247.02,Paid
PAY08339,LOAN20987,2023-09-01,2023-08-24,57078.13,Paid
PAY12909,LOAN20456,2024-11-01,2024-10-28,4619.93,Paid
PAY11620,LOAN21046,2025-02-01,2025-01-29,56606.42,Paid
PAY10219,LOAN20324,2023-09-01,2023-08-31,57177.58,Paid
PAY14598,LOAN21168,2025-01-01,2024-12-26,72859.67,Paid
PAY10504,LOAN20927,2024-08-01,2024-10-27,29851.25,Late
PAY10381,LOAN21441,2025-05-01,2025-04-24,10920.49,Paid
PAY09016,LOAN20589,2025-01-01,2025-01-02,64974.66,Paid
PAY11307,LOAN20819,2024-11-01,2024-10-26,61705.32,Paid
PAY10245,LOAN21810,2024-03-01,2024-03-03,79521.3,Late
PAY08166,LOAN21640,2025-02-01,2025-02-14,26874.7,Late
PAY11141,LOAN21674,2022-12-01,2022-11-23,42431.34,Paid
PAY13299,LOAN21972,2024-05-01,2024-05-05,44632.47,Bounced
PAY08822,LOAN20775,2024-10-01,2024-10-05,50966.18,Bounced
PAY03869,LOAN21200,2024-01-01,2023-12-25,62002.23,Paid
PAY01437,LOAN20900,2024-03-01,2024-02-25,26275.2,Paid
PAY17657,LOAN20933,2025-01-01,2024-12-31,127976.04,Paid
PAY14217,LOAN20062,2024-11-01,2024-10-28,2861.19,Paid
PAY00689,LOAN20287,2024-05-01,,0,Skipped
PAY02082,LOAN20144,2024-01-01,,0,Skipped
PAY04169,LOAN20145,2023-10-01,2023-09-22,34715.15,Paid
PAY13134,LOAN21397,2023-06-01,2023-07-28,74466.86,Late
PAY09667,LOAN20141,2023-10-01,2023-09-25,79256.99,Paid
PAY17669,LOAN20968,2024-09-01,2024-09-14,119313.9339,Partial
PAY01229,LOAN21523,2025-05-01,2025-04-22,19016.3,Paid
PAY02158,LOAN20570,2024-03-01,,0,Skipped
PAY09158,LOAN20653,2024-05-01,,0,Skipped
PAY17741,LOAN20371,2024-12-01,2024-12-07,28097.088,Partial
PAY04951,LOAN20718,2025-06-01,2025-05-26,19597.17,Paid
PAY14381,LOAN21066,2022-02-01,2022-01-27,29041.86,Paid
PAY16327,LOAN21203,2024-04-01,2024-04-01,23897.94258,Partial
PAY02164,LOAN20570,2024-09-01,2024-09-01,8939.470492,Partial
PAY07179,LOAN20462,2024-08-01,,0,Skipped
PAY18224,LOAN21469,2025-06-01,2025-06-01,25818.9,Paid
PAY05611,LOAN21623,2023-12-01,2023-11-22,31191.08,Paid
PAY03853,LOAN21200,2022-09-01,2022-09-01,62002.23,Paid
PAY13491,LOAN21466,2023-10-01,2023-10-06,29565.36376,Partial
PAY09377,LOAN20651,2024-04-01,2024-04-03,3096.62,Bounced
PAY14368,LOAN20152,2024-11-01,2024-10-23,50134.84,Paid
PAY15963,LOAN21169,2023-02-01,2023-02-20,103584.43,Late
PAY03014,LOAN21953,2024-06-01,2024-06-14,10962.96493,Partial
PAY00646,LOAN20250,2023-03-01,,0,Skipped
PAY01550,LOAN21847,2023-11-01,2024-01-09,9470.56,Late
PAY17682,LOAN21858,2022-08-01,2022-07-22,114314.9,Paid
PAY13373,LOAN20112,2025-06-01,2025-07-04,64230.62,Late
PAY04306,LOAN20260,2024-12-01,2024-11-25,57619.2,Paid
PAY07976,LOAN20882,2022-10-01,2022-09-23,43406.14,Paid
PAY16221,LOAN21363,2023-05-01,2023-05-01,3025.94,Paid
PAY00119,LOAN20885,2024-12-01,2024-12-02,22309.83,Late
PAY17066,LOAN20242,2024-10-01,2024-10-02,19935.19,Bounced
PAY16265,LOAN20690,2024-05-01,2024-04-25,25546.45,Paid
PAY09947,LOAN20779,2023-06-01,2023-06-12,31099.05626,Partial
PAY15958,LOAN20138,2025-03-01,2025-05-10,69964.06,Late
PAY07243,LOAN21387,2025-03-01,2025-03-04,20016.88,Bounced
PAY05496,LOAN21856,2025-01-01,2025-03-11,62237.74,Late
PAY16972,LOAN21585,2025-05-01,2025-04-24,79702.24,Paid
PAY13592,LOAN20196,2023-10-01,2023-09-23,69117.19,Paid
PAY04585,LOAN20370,2025-04-01,,0,Skipped
PAY00969,LOAN21848,2024-10-01,2024-09-28,39195.97,Paid
PAY14808,LOAN20153,2023-07-01,2023-06-22,93695.99,Paid
PAY14520,LOAN20946,2024-03-01,2024-02-26,83786.78,Paid
PAY13642,LOAN21862,2025-01-01,2025-03-22,99302.85,Late
PAY09815,LOAN21734,2025-02-01,,0,Skipped
PAY04161,LOAN20145,2023-02-01,2023-02-02,34715.15,Paid
PAY10390,LOAN21808,2025-06-01,,0,Skipped
PAY07231,LOAN21387,2024-03-01,2024-02-28,20016.88,Paid
PAY12647,LOAN21552,2024-01-01,2024-01-02,84688.95,Late
PAY11850,LOAN21082,2025-02-01,2025-01-27,23169.07,Paid
PAY02247,LOAN21693,2024-10-01,2024-12-08,26227.85,Late
PAY00717,LOAN20445,2022-10-01,2022-09-26,51141.51,Paid
PAY05161,LOAN20549,2022-09-01,2022-08-31,61156.61,Paid
PAY08062,LOAN21987,2022-09-01,2022-08-31,25422.54,Paid
PAY13487,LOAN21466,2023-06-01,,0,Skipped
PAY06333,LOAN20433,2024-10-01,2024-09-29,42366.65,Paid
PAY05379,LOAN21569,2023-10-01,2023-09-29,12818.94,Paid
PAY09206,LOAN21142,2022-01-01,2022-01-01,31103.86,Paid
PAY16451,LOAN20259,2024-06-01,2024-07-23,115466.86,Late
PAY14280,LOAN21432,2023-06-01,2023-05-25,100532.54,Paid
PAY07645,LOAN21075,2025-03-01,2025-02-21,78604.06,Paid
PAY12699,LOAN21150,2025-06-01,2025-05-23,87393.55,Paid
PAY16893,LOAN21448,2022-08-01,2022-10-21,114640.93,Late
PAY16429,LOAN20259,2022-08-01,2022-09-08,115466.86,Late
PAY17268,LOAN20555,2025-01-01,2025-01-01,87470,Bounced
PAY05787,LOAN21564,2023-08-01,,0,Skipped
PAY12863,LOAN21315,2024-10-01,2024-10-01,60896.25,Bounced
PAY00679,LOAN20287,2023-07-01,2023-09-03,52863.96,Late
PAY04891,LOAN21617,2022-03-01,2022-03-01,26501.30376,Partial
PAY01637,LOAN20565,2024-09-01,2024-09-01,5672.84,Paid
PAY14099,LOAN21083,2022-10-01,2022-10-02,38045.70736,Partial
PAY04896,LOAN21617,2022-08-01,2022-10-02,47503.22,Late
PAY00802,LOAN21534,2025-02-01,2025-01-22,38447.74,Paid
PAY15997,LOAN21498,2022-01-01,2022-01-10,36124.04,Late
PAY04767,LOAN20619,2025-01-01,2024-12-31,33608.14,Paid
PAY06242,LOAN20350,2022-10-01,2022-10-03,24091.37056,Partial
PAY02763,LOAN21246,2025-06-01,2025-06-05,59924.44,Late
PAY15501,LOAN20629,2024-09-01,2024-09-06,106948.8,Bounced
PAY04515,LOAN20583,2022-06-01,2022-06-03,5666.89,Bounced
PAY06904,LOAN20263,2023-08-01,2023-10-11,35215.14,Late
PAY06913,LOAN20263,2024-05-01,2024-05-03,35215.14,Bounced
PAY15167,LOAN20828,2021-10-01,2021-09-28,37621.19,Paid
PAY13276,LOAN21949,2025-04-01,2025-04-03,28611.07391,Partial
PAY06698,LOAN21401,2025-02-01,2025-01-26,44731.09,Paid
PAY03203,LOAN20375,2021-11-01,2021-12-06,66248.54,Late
PAY05731,LOAN21159,2024-03-01,2024-02-21,30742.02,Paid
PAY09850,LOAN20789,2023-06-01,2023-05-28,78265.5,Paid
PAY05229,LOAN20767,2024-05-01,2024-05-25,61716.56,Late
PAY16659,LOAN21010,2021-12-01,2021-11-27,80173.32,Paid
PAY16691,LOAN20687,2023-11-01,2023-11-07,23511.96,Bounced
PAY15139,LOAN21865,2022-07-01,2022-07-01,58237.36334,Partial
PAY18270,LOAN21331,2024-06-01,2024-05-24,78961.14,Paid
PAY06522,LOAN21654,2023-06-01,2023-06-05,75382.84,Bounced
PAY02293,LOAN20598,2023-05-01,2023-04-26,43187.74,Paid
PAY15788,LOAN20672,2024-01-01,2024-01-06,34145.21,Bounced
PAY01058,LOAN21266,2024-06-01,2024-06-01,29192.38,Paid
PAY02322,LOAN20592,2024-04-01,2024-04-02,28401.23,Paid
PAY09382,LOAN20651,2024-09-01,2024-08-29,3096.62,Paid
PAY15078,LOAN21703,2024-10-01,,0,Skipped
PAY04058,LOAN20331,2024-10-01,2024-11-25,44157.32,Late
PAY11425,LOAN21171,2025-04-01,2025-03-31,67063.13,Paid
PAY06503,LOAN21056,2024-08-01,,0,Skipped
PAY05080,LOAN21201,2024-03-01,,0,Skipped
PAY16291,LOAN20400,2024-06-01,2024-06-03,49725.04,Bounced
PAY10463,LOAN21960,2022-05-01,2022-04-30,58411.78,Paid
PAY12942,LOAN20655,2024-10-01,2024-09-23,67642.47,Paid
PAY15720,LOAN20977,2024-01-01,2024-01-05,36000.8281,Partial
PAY17086,LOAN21093,2023-11-01,2023-10-31,128992.55,Paid
PAY13784,LOAN20048,2024-09-01,2024-09-13,65663.91027,Partial
PAY11589,LOAN21046,2022-07-01,2022-06-23,56606.42,Paid
PAY05404,LOAN20803,2025-05-01,2025-04-27,48419.32,Paid
PAY14460,LOAN20099,2025-05-01,2025-04-28,71341.29,Paid
PAY14439,LOAN20099,2023-08-01,,0,Skipped
PAY08496,LOAN21027,2024-05-01,2024-04-25,68091.97,Paid
PAY04542,LOAN20583,2024-09-01,2024-09-13,1784.132681,Partial
PAY15823,LOAN20887,2022-03-01,2022-02-26,8288.99,Paid
PAY13231,LOAN20327,2025-03-01,2025-03-03,23159.61,Bounced
PAY08791,LOAN20725,2024-04-01,2024-03-30,53794.35,Paid
PAY12082,LOAN20541,2024-08-01,2024-07-27,37948.15,Paid
PAY02851,LOAN21592,2022-11-01,2022-10-28,59354.15,Paid
PAY00600,LOAN21945,2024-07-01,2024-06-25,58983.03,Paid
PAY07382,LOAN20715,2023-05-01,2023-04-23,75781.99,Paid
PAY00480,LOAN21719,2023-01-01,2023-03-13,36677.22,Late
PAY18234,LOAN20893,2023-07-01,,0,Skipped
PAY11818,LOAN21472,2025-02-01,2025-02-04,49435.11,Bounced
PAY01247,LOAN20558,2023-03-01,2023-02-26,33487.86,Paid
PAY03973,LOAN20289,2025-06-01,,0,Skipped
PAY05639,LOAN21120,2022-10-01,2022-09-30,68943.98,Paid
PAY05883,LOAN21343,2023-12-01,2024-02-09,25542.4,Late
PAY00946,LOAN21351,2024-02-01,2024-02-03,58530.89,Paid
PAY05070,LOAN21201,2023-05-01,2023-06-06,65443.82,Late
PAY00823,LOAN21790,2022-12-01,2022-12-12,16455.33795,Partial
PAY12302,LOAN21395,2023-12-01,2023-11-21,100269.57,Paid
PAY04063,LOAN20331,2025-03-01,2025-04-01,44157.32,Late
PAY14397,LOAN21066,2023-06-01,2023-05-30,29041.86,Paid
PAY15157,LOAN21865,2024-01-01,2023-12-29,64189.01,Paid
PAY04222,LOAN20314,2024-06-01,2024-05-23,68221.99,Paid
PAY13170,LOAN20508,2024-09-01,2024-09-11,11783.35,Late
PAY02117,LOAN20764,2023-03-01,2023-02-19,43191.12,Paid
PAY01126,LOAN20602,2025-04-01,2025-04-02,44047.17,Paid
PAY08182,LOAN21996,2022-11-01,2022-10-22,5619.52,Paid
PAY02449,LOAN21453,2023-04-01,2023-03-30,56091.3,Paid
PAY08066,LOAN21987,2023-01-01,2023-01-02,25422.54,Paid
PAY10074,LOAN20605,2022-05-01,2022-04-30,66539.96,Paid
PAY04902,LOAN21617,2023-02-01,,0,Skipped
PAY10154,LOAN20414,2025-03-01,,0,Skipped
PAY13567,LOAN20745,2025-03-01,2025-02-25,56192.72,Paid
PAY13161,LOAN20508,2023-12-01,2023-12-03,10006.31761,Partial
PAY10751,LOAN21964,2025-02-01,2025-02-01,61813.85,Paid
PAY00308,LOAN21797,2024-12-01,2025-01-06,21206.98,Late
PAY00144,LOAN20966,2023-07-01,2023-06-24,28154.15,Paid
PAY04205,LOAN20314,2023-01-01,2022-12-26,68221.99,Paid
PAY04156,LOAN20145,2022-09-01,2022-08-22,34715.15,Paid
PAY03138,LOAN20234,2022-12-01,2022-12-06,18212.25,Bounced
PAY02638,LOAN20170,2025-02-01,2025-01-31,63167.97,Paid
PAY06785,LOAN21521,2024-12-01,2024-11-30,42656.81,Paid
PAY17649,LOAN20933,2024-05-01,2024-04-21,127976.04,Paid
PAY15893,LOAN21039,2024-08-01,2024-07-28,88024.03,Paid
PAY07455,LOAN20607,2024-08-01,2024-08-03,53330.68,Bounced
PAY06710,LOAN21977,2025-01-01,2024-12-29,65665,Paid
PAY02245,LOAN21693,2024-08-01,2024-08-07,20496.98178,Partial
PAY08619,LOAN21898,2024-06-01,2024-06-01,17258.54,Paid
PAY15866,LOAN21791,2023-07-01,2023-06-24,11055.29,Paid
PAY10592,LOAN20726,2023-04-01,2023-04-09,61511.83566,Partial
PAY07803,LOAN20440,2025-04-01,2025-03-30,29028.04,Paid
PAY14803,LOAN20153,2023-02-01,2023-02-02,93695.99,Paid
PAY07300,LOAN21122,2022-11-01,2022-11-03,17794.59,Bounced
PAY15862,LOAN21791,2023-03-01,2023-02-19,11055.29,Paid
PAY06154,LOAN21146,2023-09-01,2023-09-03,46960.22713,Partial
PAY01521,LOAN21339,2024-07-01,2024-06-22,45788.42,Paid
PAY13220,LOAN20327,2024-04-01,2024-04-04,23159.61,Bounced
PAY08438,LOAN20155,2025-02-01,2025-01-26,70029.27,Paid
PAY12112,LOAN21211,2024-06-01,2024-05-22,34074.75,Paid
PAY09889,LOAN21664,2023-03-01,2023-02-20,7468.44,Paid
PAY05259,LOAN21913,2024-11-01,,0,Skipped
PAY04566,LOAN20370,2023-09-01,2023-11-07,39000.98,Late
PAY16658,LOAN20165,2025-06-01,2025-05-28,63855.17,Paid
PAY04267,LOAN20489,2022-12-01,2022-11-23,74419.59,Paid
PAY09834,LOAN20683,2024-04-01,,0,Skipped
PAY04871,LOAN20124,2023-11-01,2023-10-24,16654.08,Paid
PAY08961,LOAN21922,2025-03-01,2025-02-20,13428.57,Paid
PAY14903,LOAN20584,2024-01-01,2023-12-22,56176.26,Paid
PAY11354,LOAN21406,2025-02-01,2025-02-01,72624.34867,Partial
PAY11692,LOAN20448,2025-03-01,2025-02-26,29444.61,Paid
PAY10235,LOAN20324,2025-01-01,2024-12-27,57177.58,Paid
PAY10410,LOAN20435,2025-01-01,2024-12-23,86357.35,Paid
PAY16009,LOAN21498,2023-01-01,2023-01-10,16400.56733,Partial
PAY11303,LOAN20819,2024-07-01,2024-06-24,61705.32,Paid
PAY12026,LOAN20244,2023-03-01,2023-03-08,55761.41336,Partial
PAY17092,LOAN21093,2024-05-01,2024-04-22,128992.55,Paid
PAY14641,LOAN21125,2022-03-01,2022-02-21,84318.14,Paid
PAY10126,LOAN20322,2023-07-01,2023-09-03,11208.62,Late
PAY10226,LOAN20324,2024-04-01,2024-03-22,57177.58,Paid
PAY16282,LOAN20400,2023-09-01,2023-09-15,26145.64118,Partial
PAY13600,LOAN20196,2024-06-01,2024-05-26,69117.19,Paid
PAY03348,LOAN21777,2025-04-01,2025-03-29,1567.33,Paid
PAY15452,LOAN21417,2023-11-01,2023-11-02,13666.61,Paid
PAY13330,LOAN21565,2023-02-01,2023-01-25,83397.71,Paid
PAY02877,LOAN21592,2025-01-01,2024-12-26,59354.15,Paid
PAY03402,LOAN21816,2024-09-01,2024-08-29,55266.41,Paid
PAY06467,LOAN20771,2023-11-01,2023-10-31,42594.79,Paid
PAY12321,LOAN21514,2025-04-01,2025-05-10,94611.47,Late
PAY02334,LOAN20592,2025-04-01,2025-04-01,27725.31709,Partial
PAY08266,LOAN20177,2025-01-01,2024-12-27,41459.68,Paid
PAY12414,LOAN20330,2022-08-01,,0,Skipped
PAY03881,LOAN21200,2025-01-01,2024-12-29,62002.23,Paid
PAY02845,LOAN21592,2022-05-01,2022-04-24,59354.15,Paid
PAY16413,LOAN21724,2024-02-01,,0,Skipped
PAY13504,LOAN21466,2024-11-01,2024-11-05,46915,Bounced
PAY06172,LOAN21146,2025-03-01,2025-03-01,64849.76,Paid
PAY09130,LOAN20653,2022-01-01,2022-01-07,55263.29,Late
PAY07178,LOAN20462,2024-07-01,2024-08-01,56364.4,Late
PAY05849,LOAN21756,2024-10-01,2024-09-28,47854.76,Paid
PAY01413,LOAN20928,2024-11-01,2024-11-08,15256.63465,Partial
PAY14779,LOAN20991,2023-09-01,2023-08-26,21965.18,Paid
PAY13417,LOAN20450,2025-03-01,,0,Skipped
PAY04826,LOAN21923,2025-02-01,,0,Skipped
PAY06452,LOAN21271,2025-06-01,,0,Skipped
PAY10931,LOAN21504,2025-02-01,,0,Skipped
PAY04832,LOAN20696,2022-05-01,2022-04-21,33026.51,Paid
PAY12149,LOAN20404,2023-05-01,2023-04-27,82798.69,Paid
PAY03249,LOAN20312,2023-04-01,2023-03-24,58237.56,Paid
PAY02399,LOAN21085,2025-03-01,2025-02-19,50760.12,Paid
PAY14051,LOAN20238,2024-11-01,2024-11-09,10088.56177,Partial
PAY05145,LOAN20963,2025-03-01,2025-02-22,34530.39,Paid
PAY13414,LOAN20450,2024-12-01,2024-11-29,55053.38,Paid
PAY06459,LOAN20771,2023-03-01,,0,Skipped
PAY10812,LOAN21097,2024-06-01,2024-05-27,72590.2,Paid
PAY12421,LOAN20330,2023-03-01,2023-03-07,2080.34,Bounced
PAY02923,LOAN21998,2022-02-01,2022-01-26,39089.96,Paid
PAY05999,LOAN21121,2025-04-01,2025-04-07,28379.04183,Partial
PAY02460,LOAN21453,2024-03-01,2024-02-29,56091.3,Paid
PAY00219,LOAN20453,2023-04-01,2023-03-23,22195.74,Paid
PAY16332,LOAN21203,2024-09-01,2024-09-07,16991.83237,Partial
PAY09151,LOAN20653,2023-10-01,2023-09-29,55263.29,Paid
PAY00124,LOAN20885,2025-05-01,2025-04-24,22309.83,Paid
PAY05791,LOAN21564,2023-12-01,2023-12-01,35465.79,Bounced
PAY02162,LOAN20570,2024-07-01,2024-09-03,11017.46,Late
PAY16141,LOAN20877,2025-03-01,2025-02-19,68398.54,Paid
PAY06693,LOAN21401,2024-09-01,2024-08-25,44731.09,Paid
PAY13021,LOAN21905,2022-06-01,2022-06-06,31765.94,Bounced
PAY10087,LOAN20605,2023-06-01,2023-05-24,66539.96,Paid
PAY05420,LOAN21927,2025-06-01,2025-05-29,35355.75,Paid
PAY13817,LOAN20959,2024-12-01,2024-11-25,60489.9,Paid
PAY02793,LOAN20760,2024-11-01,,0,Skipped
PAY02557,LOAN21293,2023-06-01,2023-05-25,27557.37,Paid
PAY00789,LOAN21534,2024-01-01,2023-12-26,38447.74,Paid
PAY01537,LOAN20941,2024-07-01,,0,Skipped
PAY03277,LOAN20892,2024-05-01,2024-04-24,26135.85,Paid
PAY07853,LOAN21126,2022-07-01,,0,Skipped
PAY05898,LOAN21343,2025-03-01,2025-05-23,25542.4,Late
PAY17992,LOAN20059,2024-05-01,2024-04-25,92266.31,Paid
PAY17641,LOAN21230,2023-11-01,2023-11-01,17043.94,Paid
PAY11878,LOAN20572,2024-11-01,2024-11-02,93195.93,Paid
PAY15984,LOAN21169,2024-11-01,2024-11-07,58559.18495,Partial
PAY13465,LOAN20868,2024-08-01,2024-07-27,83449.53,Paid
PAY04506,LOAN20970,2024-11-01,2024-10-22,36839.04,Paid
PAY11786,LOAN20219,2024-11-01,2024-10-31,55461.03,Paid
PAY09771,LOAN21524,2024-06-01,2024-05-22,11087.91,Paid
PAY00867,LOAN20577,2024-02-01,2024-01-29,12342.08,Paid
PAY05946,LOAN20467,2022-03-01,2022-03-02,33272.02,Bounced
PAY01006,LOAN20114,2023-05-01,2023-05-02,23840.62,Paid
PAY12158,LOAN20404,2024-02-01,2024-01-28,82798.69,Paid
PAY17203,LOAN21652,2022-09-01,,0,Skipped
PAY04602,LOAN20773,2023-07-01,2023-07-06,7623.645558,Partial
PAY15352,LOAN21852,2025-06-01,2025-05-27,106031.54,Paid
PAY11175,LOAN21769,2022-09-01,2022-09-05,66605.78,Late
PAY11889,LOAN21312,2025-01-01,2024-12-23,93576.98,Paid
PAY08340,LOAN20987,2023-10-01,2023-09-28,57078.13,Paid
PAY10741,LOAN21964,2024-04-01,2024-03-23,61813.85,Paid
PAY02569,LOAN21293,2024-06-01,2024-05-27,27557.37,Paid
PAY09060,LOAN21505,2022-09-01,,0,Skipped
PAY17159,LOAN20562,2024-01-01,2023-12-27,85214.77,Paid
PAY10851,LOAN20071,2023-10-01,2023-09-30,56054.98,Paid
PAY05727,LOAN21838,2025-03-01,2025-03-01,67790.69,Paid
PAY00796,LOAN21534,2024-08-01,2024-07-28,38447.74,Paid
PAY04889,LOAN20124,2025-05-01,2025-05-01,16654.08,Paid
PAY10640,LOAN21995,2024-01-01,,0,Skipped
PAY15179,LOAN20828,2022-10-01,2022-09-21,37621.19,Paid
PAY05552,LOAN21982,2024-01-01,2024-02-01,63514.03,Late
PAY07077,LOAN20308,2024-01-01,2023-12-27,60572.01,Paid
PAY16257,LOAN20690,2023-09-01,2023-08-27,25546.45,Paid
PAY09721,LOAN20442,2023-10-01,2023-09-25,78737.46,Paid
PAY08364,LOAN21657,2025-04-01,2025-04-02,32050.00362,Partial
PAY00005,LOAN20441,2022-11-01,2022-11-08,2081.681562,Partial
PAY00088,LOAN20713,2024-06-01,,0,Skipped
PAY13862,LOAN20224,2022-12-01,2022-12-04,101035.79,Bounced
PAY17388,LOAN21766,2024-09-01,,0,Skipped
PAY03774,LOAN21007,2022-08-01,2022-08-01,68790.66,Paid
PAY03268,LOAN20312,2024-11-01,2024-10-27,58237.56,Paid
PAY17842,LOAN20719,2023-09-01,2023-10-12,16716.88,Late
PAY06731,LOAN20493,2024-07-01,2024-06-22,33385.06,Paid
PAY06102,LOAN20035,2024-06-01,2024-06-11,55406.47261,Partial
PAY06686,LOAN20307,2025-04-01,2025-04-01,45869.53,Paid
PAY00174,LOAN20334,2024-06-01,,0,Skipped
PAY04220,LOAN20314,2024-04-01,2024-03-26,68221.99,Paid
PAY05465,LOAN20737,2024-06-01,2024-06-02,49404.71,Bounced
PAY08839,LOAN21116,2022-10-01,2022-10-07,73562.3,Bounced
PAY05629,LOAN21623,2025-06-01,2025-05-22,31191.08,Paid
PAY12442,LOAN20330,2024-12-01,2024-12-02,1268.811183,Partial
PAY13660,LOAN20904,2024-11-01,2024-11-02,82757.86,Paid
PAY11052,LOAN21751,2022-11-01,2022-11-03,77205.26,Paid
PAY02612,LOAN20170,2022-12-01,2022-11-30,63167.97,Paid
PAY07028,LOAN20643,2023-04-01,2023-04-06,58917.22,Bounced
PAY12502,LOAN20978,2025-06-01,2025-05-28,29543.14,Paid
PAY06630,LOAN21729,2022-11-01,2022-11-05,21917.33,Bounced
PAY07880,LOAN21126,2024-10-01,2024-10-01,23137.14254,Partial
PAY15090,LOAN21390,2024-08-01,2024-07-31,89491.05,Paid
PAY06377,LOAN21323,2024-02-01,2024-01-25,56049.98,Paid
PAY00202,LOAN20410,2025-01-01,2025-01-02,38329.54,Paid
PAY04294,LOAN20489,2025-03-01,2025-02-26,74419.59,Paid
PAY12375,LOAN21815,2025-06-01,,0,Skipped
PAY00275,LOAN20809,2025-01-01,,0,Skipped
PAY12122,LOAN20951,2023-06-01,2023-06-01,63486.38,Paid
PAY04255,LOAN21320,2024-08-01,2024-07-22,63220.29,Paid
PAY12990,LOAN20409,2025-06-01,2025-06-01,69219.03,Paid
PAY00359,LOAN20101,2022-04-01,2022-04-06,35417.83,Bounced
PAY07387,LOAN20715,2023-10-01,2023-09-22,75781.99,Paid
PAY11272,LOAN21670,2023-08-01,2023-07-24,17551.62,Paid
PAY16917,LOAN21697,2024-03-01,2024-02-27,50391.61,Paid
PAY17143,LOAN20620,2024-11-01,2024-10-29,103863.25,Paid
PAY10553,LOAN21702,2023-01-01,2022-12-25,84642.99,Paid
PAY11609,LOAN21046,2024-03-01,2024-02-24,56606.42,Paid
PAY10254,LOAN21810,2024-12-01,2024-11-22,79521.3,Paid
PAY16021,LOAN21608,2024-03-01,2024-03-12,62442.57041,Partial
PAY15987,LOAN21169,2025-02-01,2025-02-01,103584.43,Bounced
PAY14079,LOAN20749,2024-09-01,2024-08-30,96446.27,Paid
PAY08395,LOAN20642,2023-12-01,2023-12-15,2351.650229,Partial
PAY07097,LOAN20036,2022-02-01,2022-02-15,26164.45,Late
PAY08522,LOAN20753,2024-04-01,2024-04-10,16535.22407,Partial
PAY00592,LOAN21945,2023-11-01,2023-10-25,58983.03,Paid
PAY18100,LOAN20116,2024-04-01,2024-03-25,32813.73,Paid
PAY16825,LOAN20481,2025-03-01,2025-03-07,11131.58,Bounced
PAY12793,LOAN21197,2024-08-01,2024-07-26,34662.03,Paid
